transaction_id,customer_id,purchase_datetime,product_id,product_name,category,quantity,unit_price,line_total,payment_method,store_branch
TXN00332,CUS0063,2022-11-13 18:51:22,P017,รองเท้าผ้าใบสีขาว,รองเท้า,3,1290,3870,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00330,CUS0063,2025-12-28 20:45:40,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,1,550,550,บัตรเครดิต,สาขาเชียงใหม่
TXN00328,CUS0063,2026-07-19 12:12:38,P019,รองเท้าแตะ,รองเท้า,1,350,350,เงินสด,สาขาสยาม
TXN00329,CUS0063,2026-08-27 17:48:17,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,3,890,2670,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00333,CUS0064,2023-06-06 19:53:23,P003,เสื้อโปโล สีกรม,เสื้อโปโล,1,399,399,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00338,CUS0064,2023-10-01 11:14:39,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,1,550,550,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00339,CUS0064,2024-02-18 14:35:52,P022,หมวกแก๊ป,หมวก,1,350,350,เงินสด,สาขาสยาม
TXN00334,CUS0064,2024-06-19 19:38:54,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,3,259,777,เงินสด,สาขาเชียงใหม่
TXN00335,CUS0064,2024-11-18 18:04:07,P014,แจ็คเก็ตกันหนาว,แจ็คเก็ต,3,1590,4770,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00340,CUS0064,2026-04-21 21:12:16,P009,กระโปรงจีบ สีดำ,กระโปรง,1,690,690,เงินสด,ออนไลน์
TXN00336,CUS0064,2026-05-16 16:36:48,P025,ถุงเท้าลายการ์ตูน (แพ็ค 3),ถุงเท้า,2,199,398,เงินสด,สาขาเชียงใหม่
TXN00337,CUS0064,2026-06-25 17:28:32,P016,สเวตเตอร์ถักไหมพรม,สเวตเตอร์,1,850,850,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00345,CUS0065,2022-05-17 15:21:25,P012,เดรสสีพื้น แขนกุด,เดรส,2,750,1500,บัตรเครดิต,สาขาเชียงใหม่
TXN00347,CUS0065,2022-05-20 15:33:09,P029,แว่นกันแดด,แอคเซสซอรี่,3,450,1350,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00342,CUS0065,2022-10-07 11:25:56,P023,หมวกบักเก็ต,หมวก,1,390,390,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00341,CUS0065,2022-10-10 17:31:37,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,2,450,900,TrueMoney Wallet,สาขาเชียงใหม่
TXN00343,CUS0065,2022-11-28 20:36:29,P015,ฮู้ดดี้ สีเทา,ฮู้ดดี้,1,690,690,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00349,CUS0065,2023-11-26 16:12:32,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,1,259,259,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00346,CUS0065,2024-07-11 19:51:58,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,3,620,1860,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00344,CUS0065,2025-08-23 16:44:26,P004,เสื้อเชิ้ตลายทาง,เสื้อเชิ้ต,1,590,590,TrueMoney Wallet,สาขาสยาม
TXN00348,CUS0065,2025-10-20 20:00:23,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,2,890,1780,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00352,CUS0066,2026-05-06 10:39:06,P025,ถุงเท้าลายการ์ตูน (แพ็ค 3),ถุงเท้า,3,199,597,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00351,CUS0066,2026-07-25 14:58:43,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,3,1290,3870,TrueMoney Wallet,สาขาเชียงใหม่
TXN00350,CUS0066,2026-08-07 10:51:56,P014,แจ็คเก็ตกันหนาว,แจ็คเก็ต,2,1590,3180,เงินสด,สาขาสยาม
TXN00353,CUS0067,2023-01-16 10:38:58,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,1,259,259,TrueMoney Wallet,สาขาเชียงใหม่
TXN00360,CUS0067,2023-08-11 13:32:34,P012,เดรสสีพื้น แขนกุด,เดรส,2,750,1500,LINE Pay,ออนไลน์
TXN00356,CUS0067,2023-09-25 21:05:47,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,2,259,518,TrueMoney Wallet,สาขาเชียงใหม่
TXN00361,CUS0067,2024-05-06 12:55:15,P021,กระเป๋าเป้,กระเป๋า,1,1190,1190,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00354,CUS0067,2024-12-25 19:34:59,P014,แจ็คเก็ตกันหนาว,แจ็คเก็ต,1,1590,1590,บัตรเครดิต,ออนไลน์
TXN00359,CUS0067,2025-01-17 17:52:19,P026,ชุดออกกำลังกาย เซ็ต,ชุดกีฬา,3,1050,3150,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00355,CUS0067,2025-03-27 12:56:18,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,1,450,450,LINE Pay,สาขาเชียงใหม่
TXN00357,CUS0067,2025-10-15 21:36:14,P010,กระโปรงยีนส์,กระโปรง,2,720,1440,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00358,CUS0067,2026-05-08 15:29:57,P004,เสื้อเชิ้ตลายทาง,เสื้อเชิ้ต,3,590,1770,TrueMoney Wallet,สาขาเชียงใหม่
TXN00367,CUS0068,2024-06-03 16:49:35,P025,ถุงเท้าลายการ์ตูน (แพ็ค 3),ถุงเท้า,1,199,199,TrueMoney Wallet,สาขาสยาม
TXN00362,CUS0068,2024-08-06 19:55:22,P009,กระโปรงจีบ สีดำ,กระโปรง,3,690,2070,LINE Pay,สาขาสยาม
TXN00365,CUS0068,2024-12-23 19:39:54,P029,แว่นกันแดด,แอคเซสซอรี่,3,450,1350,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00363,CUS0068,2025-07-01 17:22:47,P010,กระโปรงยีนส์,กระโปรง,3,720,2160,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00368,CUS0068,2025-07-11 19:09:26,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,2,259,518,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00369,CUS0068,2025-09-05 21:29:18,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,2,890,1780,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00364,CUS0068,2026-06-25 12:26:21,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,3,950,2850,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00366,CUS0068,2026-06-30 17:17:50,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,3,259,777,บัตรเครดิต,ออนไลน์
TXN00370,CUS0069,2024-06-09 21:54:31,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,2,1290,2580,LINE Pay,ออนไลน์
TXN00371,CUS0069,2024-12-08 18:19:51,P017,รองเท้าผ้าใบสีขาว,รองเท้า,2,1290,2580,บัตรเครดิต,ออนไลน์
TXN00373,CUS0069,2025-02-06 15:13:27,P020,กระเป๋าสะพายข้าง,กระเป๋า,3,990,2970,เงินสด,สาขาสยาม
TXN00374,CUS0069,2025-02-20 19:57:31,P030,สร้อยคอเงิน,แอคเซสซอรี่,1,690,690,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00372,CUS0069,2025-06-24 19:14:05,P018,รองเท้าผ้าใบลายพราง,รองเท้า,3,1390,4170,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00375,CUS0069,2026-02-27 16:33:52,P021,กระเป๋าเป้,กระเป๋า,3,1190,3570,TrueMoney Wallet,ออนไลน์
TXN00376,CUS0070,2023-07-29 18:14:06,P015,ฮู้ดดี้ สีเทา,ฮู้ดดี้,1,690,690,LINE Pay,สาขาเชียงใหม่
TXN00382,CUS0070,2024-01-26 18:18:52,P030,สร้อยคอเงิน,แอคเซสซอรี่,3,690,2070,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00381,CUS0070,2024-11-04 21:21:52,P029,แว่นกันแดด,แอคเซสซอรี่,1,450,450,TrueMoney Wallet,ออนไลน์
TXN00380,CUS0070,2025-03-31 11:52:19,P022,หมวกแก๊ป,หมวก,2,350,700,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00377,CUS0070,2025-06-10 20:35:59,P012,เดรสสีพื้น แขนกุด,เดรส,3,750,2250,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00378,CUS0070,2025-07-21 17:25:28,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,1,259,259,TrueMoney Wallet,สาขาเชียงใหม่
TXN00379,CUS0070,2026-03-01 21:52:05,P020,กระเป๋าสะพายข้าง,กระเป๋า,3,990,2970,บัตรเครดิต,สาขาเชียงใหม่
TXN00387,CUS0071,2023-04-11 16:38:07,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,3,259,777,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00385,CUS0071,2024-05-23 11:37:00,P014,แจ็คเก็ตกันหนาว,แจ็คเก็ต,2,1590,3180,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00386,CUS0071,2024-12-14 18:36:17,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,1,890,890,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00389,CUS0071,2025-02-03 17:52:29,P019,รองเท้าแตะ,รองเท้า,1,350,350,TrueMoney Wallet,ออนไลน์
TXN00383,CUS0071,2025-05-11 20:40:46,P029,แว่นกันแดด,แอคเซสซอรี่,2,450,900,เงินสด,ออนไลน์
TXN00390,CUS0071,2025-10-22 10:43:49,P020,กระเป๋าสะพายข้าง,กระเป๋า,1,990,990,TrueMoney Wallet,สาขาเชียงใหม่
TXN00391,CUS0071,2026-03-05 13:22:17,P004,เสื้อเชิ้ตลายทาง,เสื้อเชิ้ต,1,590,590,บัตรเครดิต,สาขาสยาม
TXN00388,CUS0071,2026-06-03 18:06:01,P021,กระเป๋าเป้,กระเป๋า,3,1190,3570,เงินสด,สาขาสยาม
TXN00384,CUS0071,2026-07-31 10:19:45,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,1,950,950,TrueMoney Wallet,สาขาสยาม
TXN00393,CUS0072,2024-09-09 16:37:48,P004,เสื้อเชิ้ตลายทาง,เสื้อเชิ้ต,1,590,590,เงินสด,ออนไลน์
TXN00392,CUS0072,2025-01-19 13:28:39,P021,กระเป๋าเป้,กระเป๋า,1,1190,1190,LINE Pay,สาขาสยาม
TXN00396,CUS0072,2025-10-06 14:56:31,P019,รองเท้าแตะ,รองเท้า,2,350,700,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00394,CUS0072,2025-10-24 13:15:14,P028,กางเกงสแล็คทำงาน,กางเกงสแล็ค,1,790,790,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00395,CUS0072,2026-06-21 12:20:00,P029,แว่นกันแดด,แอคเซสซอรี่,3,450,1350,LINE Pay,สาขาเชียงใหม่
TXN00398,CUS0073,2026-05-09 15:24:11,P023,หมวกบักเก็ต,หมวก,1,390,390,เงินสด,สาขาเชียงใหม่
TXN00403,CUS0073,2026-05-27 21:08:05,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,1,1290,1290,บัตรเครดิต,สาขาเชียงใหม่
TXN00401,CUS0073,2026-05-28 16:12:29,P014,แจ็คเก็ตกันหนาว,แจ็คเก็ต,3,1590,4770,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00400,CUS0073,2026-07-08 20:04:07,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,2,450,900,LINE Pay,สาขาเชียงใหม่
TXN00402,CUS0073,2026-07-16 10:17:42,P010,กระโปรงยีนส์,กระโปรง,1,720,720,เงินสด,สาขาเชียงใหม่
TXN00397,CUS0073,2026-07-29 10:50:55,P022,หมวกแก๊ป,หมวก,3,350,1050,บัตรเครดิต,สาขาสยาม
TXN00399,CUS0073,2026-08-17 15:07:21,P019,รองเท้าแตะ,รองเท้า,2,350,700,TrueMoney Wallet,ออนไลน์
TXN00410,CUS0074,2026-05-30 13:20:12,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,3,450,1350,เงินสด,สาขาสยาม
TXN00404,CUS0074,2026-06-09 21:25:24,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,2,620,1240,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00407,CUS0074,2026-06-17 16:38:32,P018,รองเท้าผ้าใบลายพราง,รองเท้า,3,1390,4170,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00406,CUS0074,2026-06-20 19:57:28,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,3,550,1650,TrueMoney Wallet,สาขาเชียงใหม่
TXN00412,CUS0074,2026-07-03 11:14:18,P012,เดรสสีพื้น แขนกุด,เดรส,3,750,2250,บัตรเครดิต,ออนไลน์
TXN00411,CUS0074,2026-07-16 18:48:19,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,3,890,2670,บัตรเครดิต,สาขาสยาม
TXN00405,CUS0074,2026-08-14 18:13:14,P026,ชุดออกกำลังกาย เซ็ต,ชุดกีฬา,2,1050,2100,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00408,CUS0074,2026-08-24 11:34:54,P015,ฮู้ดดี้ สีเทา,ฮู้ดดี้,1,690,690,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00409,CUS0074,2026-09-07 12:19:00,P029,แว่นกันแดด,แอคเซสซอรี่,1,450,450,LINE Pay,สาขาสยาม
TXN00416,CUS0075,2022-08-27 12:18:07,P030,สร้อยคอเงิน,แอคเซสซอรี่,3,690,2070,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00413,CUS0075,2025-08-18 12:59:17,P012,เดรสสีพื้น แขนกุด,เดรส,3,750,2250,บัตรเครดิต,สาขาสยาม
TXN00417,CUS0075,2025-11-26 10:25:02,P015,ฮู้ดดี้ สีเทา,ฮู้ดดี้,3,690,2070,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00414,CUS0075,2025-11-30 20:44:22,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,2,1290,2580,LINE Pay,สาขาสยาม
TXN00415,CUS0075,2026-01-19 21:29:15,P028,กางเกงสแล็คทำงาน,กางเกงสแล็ค,3,790,2370,LINE Pay,สาขาเชียงใหม่
TXN00420,CUS0076,2024-10-05 20:18:57,P010,กระโปรงยีนส์,กระโปรง,1,720,720,เงินสด,สาขาสยาม
TXN00418,CUS0076,2025-04-27 20:40:11,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,3,950,2850,TrueMoney Wallet,สาขาเซ็นทรัลเวิลด์
TXN00419,CUS0076,2025-11-04 21:33:16,P025,ถุงเท้าลายการ์ตูน (แพ็ค 3),ถุงเท้า,3,199,597,LINE Pay,สาขาเชียงใหม่
TXN00424,CUS0076,2025-11-10 21:44:53,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,3,259,777,LINE Pay,สาขาสยาม
TXN00423,CUS0076,2025-12-04 11:22:27,P024,เข็มขัดหนัง,เข็มขัด,2,490,980,LINE Pay,สาขาเชียงใหม่
TXN00421,CUS0076,2026-05-11 11:02:50,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,1,550,550,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00422,CUS0076,2026-07-20 11:26:44,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,2,1290,2580,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00427,CUS0077,2026-02-13 12:22:22,P017,รองเท้าผ้าใบสีขาว,รองเท้า,1,1290,1290,LINE Pay,สาขาสยาม
TXN00425,CUS0077,2026-06-03 13:02:44,P014,แจ็คเก็ตกันหนาว,แจ็คเก็ต,1,1590,1590,TrueMoney Wallet,สาขาเชียงใหม่
TXN00426,CUS0077,2026-06-17 12:49:40,P022,หมวกแก๊ป,หมวก,1,350,350,บัตรเครดิต,สาขาเชียงใหม่
TXN00428,CUS0077,2026-07-10 14:08:08,P028,กางเกงสแล็คทำงาน,กางเกงสแล็ค,1,790,790,LINE Pay,ออนไลน์
TXN00429,CUS0078,2026-02-20 12:59:41,P023,หมวกบักเก็ต,หมวก,3,390,1170,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00432,CUS0078,2026-03-01 16:53:13,P017,รองเท้าผ้าใบสีขาว,รองเท้า,3,1290,3870,เงินสด,สาขาเชียงใหม่
TXN00430,CUS0078,2026-07-05 12:37:36,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,1,450,450,บัตรเครดิต,สาขาเชียงใหม่
TXN00431,CUS0078,2026-08-29 11:35:27,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,3,259,777,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00433,CUS0079,2025-11-26 10:03:57,P012,เดรสสีพื้น แขนกุด,เดรส,2,750,1500,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00436,CUS0080,2023-01-18 21:45:21,P010,กระโปรงยีนส์,กระโปรง,2,720,1440,TrueMoney Wallet,สาขาเชียงใหม่
TXN00434,CUS0080,2023-06-26 15:28:29,P004,เสื้อเชิ้ตลายทาง,เสื้อเชิ้ต,1,590,590,TrueMoney Wallet,สาขาเชียงใหม่
TXN00435,CUS0080,2023-07-10 18:04:02,P023,หมวกบักเก็ต,หมวก,2,390,780,เงินสด,ออนไลน์
TXN00437,CUS0080,2026-03-13 17:27:31,P015,ฮู้ดดี้ สีเทา,ฮู้ดดี้,1,690,690,บัตรเครดิต,สาขาเชียงใหม่
TXN00438,CUS0081,2026-02-05 14:40:39,P012,เดรสสีพื้น แขนกุด,เดรส,1,750,750,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00439,CUS0082,2025-09-17 16:53:09,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,1,550,550,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00440,CUS0082,2026-07-28 18:54:57,P024,เข็มขัดหนัง,เข็มขัด,1,490,490,บัตรเครดิต,สาขาสยาม
TXN00443,CUS0083,2026-06-13 17:27:31,P011,เดรสลายดอก,เดรส,1,890,890,บัตรเครดิต,สาขาเชียงใหม่
TXN00442,CUS0083,2026-06-19 10:02:06,P020,กระเป๋าสะพายข้าง,กระเป๋า,2,990,1980,TrueMoney Wallet,ออนไลน์
TXN00441,CUS0083,2026-07-19 15:14:23,P024,เข็มขัดหนัง,เข็มขัด,3,490,1470,บัตรเครดิต,สาขาเชียงใหม่
TXN00445,CUS0083,2026-08-10 20:25:05,P006,กางเกงยีนส์ขาตรง,กางเกงยีนส์,1,890,890,เงินสด,ออนไลน์
TXN00444,CUS0083,2026-09-14 20:05:09,P013,แจ็คเก็ตยีนส์,แจ็คเก็ต,3,1290,3870,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00447,CUS0084,2026-02-01 17:00:42,P030,สร้อยคอเงิน,แอคเซสซอรี่,2,690,1380,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00446,CUS0084,2026-02-21 14:04:42,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,2,950,1900,เงินสด,ออนไลน์
TXN00449,CUS0084,2026-03-07 17:05:34,P012,เดรสสีพื้น แขนกุด,เดรส,3,750,2250,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00448,CUS0084,2026-04-01 10:28:51,P024,เข็มขัดหนัง,เข็มขัด,2,490,980,TrueMoney Wallet,สาขาเชียงใหม่
TXN00452,CUS0084,2026-05-19 20:41:08,P020,กระเป๋าสะพายข้าง,กระเป๋า,2,990,1980,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00450,CUS0084,2026-06-01 20:55:09,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,2,259,518,LINE Pay,สาขาสยาม
TXN00451,CUS0084,2026-07-20 20:21:38,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,1,259,259,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00453,CUS0084,2026-08-30 20:01:54,P017,รองเท้าผ้าใบสีขาว,รองเท้า,3,1290,3870,บัตรเครดิต,สาขาเซ็นทรัลเวิลด์
TXN00455,CUS0085,2026-05-24 13:11:56,P003,เสื้อโปโล สีกรม,เสื้อโปโล,2,399,798,บัตรเครดิต,สาขาสยาม
TXN00459,CUS0085,2026-05-29 18:35:32,P012,เดรสสีพื้น แขนกุด,เดรส,2,750,1500,เงินสด,สาขาสยาม
TXN00461,CUS0085,2026-05-30 15:49:39,P026,ชุดออกกำลังกาย เซ็ต,ชุดกีฬา,1,1050,1050,เงินสด,ออนไลน์
TXN00456,CUS0085,2026-06-28 20:06:12,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,1,550,550,TrueMoney Wallet,สาขาเชียงใหม่
TXN00454,CUS0085,2026-07-26 18:15:36,P023,หมวกบักเก็ต,หมวก,2,390,780,LINE Pay,ออนไลน์
TXN00460,CUS0085,2026-08-03 18:10:12,P018,รองเท้าผ้าใบลายพราง,รองเท้า,2,1390,2780,TrueMoney Wallet,ออนไลน์
TXN00457,CUS0085,2026-08-28 13:35:29,P022,หมวกแก๊ป,หมวก,3,350,1050,บัตรเครดิต,สาขาสยาม
TXN00458,CUS0085,2026-09-03 19:36:05,P019,รองเท้าแตะ,รองเท้า,3,350,1050,LINE Pay,สาขาสยาม
TXN00462,CUS0086,2025-02-12 17:19:07,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,3,259,777,บัตรเครดิต,ออนไลน์
TXN00465,CUS0086,2025-03-11 15:32:47,P023,หมวกบักเก็ต,หมวก,1,390,390,TrueMoney Wallet,สาขาเชียงใหม่
TXN00463,CUS0086,2026-04-06 13:36:07,P012,เดรสสีพื้น แขนกุด,เดรส,1,750,750,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00464,CUS0086,2026-08-11 15:51:48,P001,เสื้อยืดคอกลม สีขาว,เสื้อยืด,2,259,518,เงินสด,สาขาเชียงใหม่
TXN00468,CUS0087,2022-09-02 17:07:04,P020,กระเป๋าสะพายข้าง,กระเป๋า,1,990,990,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00471,CUS0087,2022-09-10 15:09:31,P029,แว่นกันแดด,แอคเซสซอรี่,1,450,450,TrueMoney Wallet,ออนไลน์
TXN00472,CUS0087,2022-10-02 11:11:39,P018,รองเท้าผ้าใบลายพราง,รองเท้า,1,1390,1390,TrueMoney Wallet,ออนไลน์
TXN00466,CUS0087,2023-03-10 10:59:58,P002,เสื้อยืดคอกลม สีดำ,เสื้อยืด,3,259,777,บัตรเครดิต,สาขาเชียงใหม่
TXN00473,CUS0087,2023-06-11 21:54:28,P011,เดรสลายดอก,เดรส,2,890,1780,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00467,CUS0087,2023-08-21 21:28:01,P027,เสื้อแขนยาวลายสก็อต,เสื้อเชิ้ต,2,620,1240,TrueMoney Wallet,ออนไลน์
TXN00470,CUS0087,2023-12-16 18:44:48,P004,เสื้อเชิ้ตลายทาง,เสื้อเชิ้ต,3,590,1770,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00469,CUS0087,2025-08-30 14:55:43,P012,เดรสสีพื้น แขนกุด,เดรส,1,750,750,LINE Pay,สาขาเซ็นทรัลเวิลด์
TXN00479,CUS0088,2022-10-24 18:57:49,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,3,950,2850,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00483,CUS0088,2022-12-17 21:21:42,P020,กระเป๋าสะพายข้าง,กระเป๋า,2,990,1980,โอนเงิน/พร้อมเพย์,ออนไลน์
TXN00481,CUS0088,2023-06-01 20:04:19,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,1,550,550,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00474,CUS0088,2023-10-22 12:52:23,P017,รองเท้าผ้าใบสีขาว,รองเท้า,1,1290,1290,LINE Pay,สาขาเชียงใหม่
TXN00478,CUS0088,2024-02-26 11:32:16,P030,สร้อยคอเงิน,แอคเซสซอรี่,2,690,1380,โอนเงิน/พร้อมเพย์,สาขาเซ็นทรัลเวิลด์
TXN00475,CUS0088,2025-04-01 16:59:22,P003,เสื้อโปโล สีกรม,เสื้อโปโล,3,399,1197,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00476,CUS0088,2025-11-14 17:21:14,P012,เดรสสีพื้น แขนกุด,เดรส,2,750,1500,เงินสด,สาขาเซ็นทรัลเวิลด์
TXN00477,CUS0088,2026-01-13 10:40:09,P011,เดรสลายดอก,เดรส,2,890,1780,บัตรเครดิต,สาขาเชียงใหม่
TXN00480,CUS0088,2026-03-04 19:40:06,P010,กระโปรงยีนส์,กระโปรง,2,720,1440,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00482,CUS0088,2026-03-08 13:22:55,P019,รองเท้าแตะ,รองเท้า,3,350,1050,TrueMoney Wallet,ออนไลน์
TXN00485,CUS0089,2024-01-02 12:19:46,P029,แว่นกันแดด,แอคเซสซอรี่,1,450,450,โอนเงิน/พร้อมเพย์,สาขาเชียงใหม่
TXN00489,CUS0089,2024-08-12 14:57:16,P030,สร้อยคอเงิน,แอคเซสซอรี่,2,690,1380,TrueMoney Wallet,สาขาสยาม
TXN00487,CUS0089,2024-08-20 14:37:22,P026,ชุดออกกำลังกาย เซ็ต,ชุดกีฬา,3,1050,3150,LINE Pay,สาขาเชียงใหม่
TXN00492,CUS0089,2024-12-27 21:03:08,P007,กางเกงยีนส์ขาเดฟ,กางเกงยีนส์,1,950,950,TrueMoney Wallet,สาขาสยาม
TXN00490,CUS0089,2025-02-18 13:45:01,P005,เสื้อเชิ้ตแขนสั้น สีฟ้า,เสื้อเชิ้ต,1,550,550,บัตรเครดิต,สาขาสยาม
TXN00486,CUS0089,2025-07-17 11:58:12,P008,กางเกงขาสั้นผ้าฝ้าย,กางเกงขาสั้น,3,450,1350,TrueMoney Wallet,สาขาสยาม
TXN00488,CUS0089,2026-01-13 21:55:59,P028,กางเกงสแล็คทำงาน,กางเกงสแล็ค,3,790,2370,เงินสด,ออนไลน์
TXN00491,CUS0089,2026-02-22 13:57:38,P024,เข็มขัดหนัง,เข็มขัด,2,490,980,โอนเงิน/พร้อมเพย์,สาขาสยาม
TXN00484,CUS0089,2026-03-05 16:28:25,P012,เดรสสีพื้น แขนกุด,เดรส,1,750,750,TrueMoney Wallet,สาขาเชียงใหม่
TXN00493,CUS0090,2026-01-15 21:08:00,P003,เสื้อโปโล สีกรม,เสื้อโปโล,3,399,1197,บัตรเครดิต,สาขาเชียงใหม่
TXN00494,CUS0090,2026-06-18 10:40:20,P026,ชุดออกกำลังกาย เซ็ต,ชุดกีฬา,3,1050,3150,เงินสด,สาขาเซ็นทรัลเวิลด์
